Filename,IoU
datasets/test/19nissanAltima21.jpg,0.002361532625
datasets/test/11hondaInsight1.jpg,0.7930998481
datasets/test/13hyundaiSantaFe10.jpg,0
datasets/test/20nissanLeafPlus25.jpg,0.7763192485
datasets/test/21porsche911Speedster7.jpg,0.85910347
datasets/test/24subaruForester32.jpg,0.7897945591
datasets/test/16lexusUX20.jpg,0.8527866939
datasets/test/23subaruAscent31.jpg,0.5531047691
datasets/test/02acuraRDX33.jpg,0.8353633117
datasets/test/12hondaPassport34.jpg,0.708465941
datasets/test/23subaruAscent20.jpg,0.6588869049
datasets/test/15lexusES21.jpg,0.7862770013
datasets/test/13hyundaiSantaFe4.jpg,0.6841719548
datasets/test/16lexusUX35.jpg,0.6443510383
datasets/test/22porscheCayenne11.jpg,0.4468782177
datasets/test/20nissanLeafPlus23.jpg,0.7841727494
datasets/test/16lexusUX14.jpg,0.3847517538
datasets/test/12hondaPassport11.jpg,0.9159176633
datasets/test/25toyotaAvalon29.jpg,0.3693621625
datasets/test/22porscheCayenne21.jpg,0.4913696546
datasets/test/26toyotaRAV4-38.jpg,0.6660022921
datasets/test/15lexusES5.jpg,0.7058709973
datasets/test/23subaruAscent22.jpg,0.6217788295
datasets/test/06bmwX5-29.jpg,0.7683765622
datasets/test/28volkswagenJetta11.jpg,0.9040990442
datasets/test/25toyotaAvalon33.jpg,0.2570243539
datasets/test/15lexusES2.jpg,0.8760022158
datasets/test/05bmwX4-28.jpg,0.472482859
datasets/test/08chevySilverado40.jpg,0.6340603077
datasets/test/04audiA8-17.jpg,0.7611543725
datasets/test/10fordTaurus25.jpg,0.8859957224
datasets/test/06bmwX5-5.jpg,0.850466391
datasets/test/17mercedesBenzA11.jpg,0.6111548856
datasets/test/07chevyBlazer25.jpg,0.5773857257
datasets/test/03audiA6-31.jpg,0.4318789196
datasets/test/21porsche911Speedster31.jpg,0.4304796311
datasets/test/19nissanAltima4.jpg,0.4592644051
datasets/test/22porscheCayenne29.jpg,0.3962104898
datasets/test/16lexusUX22.jpg,0.785539673
datasets/test/04audiA8-16.jpg,0.7322239904
datasets/test/04audiA8-2.jpg,0.815266248
datasets/test/25toyotaAvalon22.jpg,0.3643225444
datasets/test/23subaruAscent14.jpg,0.5826666667
datasets/test/08chevySilverado39.jpg,0.009544358421
datasets/test/14hyundaiVeloster21.jpg,0.5901942539
datasets/test/16lexusUX33.jpg,0.5097547482
datasets/test/22porscheCayenne26.jpg,0.3970788558
datasets/test/30volvoV60-15.jpg,0.5387521946
datasets/test/08chevySilverado30.jpg,0.5076371971
datasets/test/04audiA8-6.jpg,0
datasets/test/14hyundaiVeloster11.jpg,0.3670436774
datasets/test/05bmwX4-39.jpg,0.4062272323
datasets/test/29volvoS60-1.jpg,0.3096825507
datasets/test/15lexusES12.jpg,0.4844047738
datasets/test/25toyotaAvalon21.jpg,0.5073284923
datasets/test/06bmwX5-14.jpg,0.820358476
datasets/test/25toyotaAvalon38.jpg,0.4719151176
datasets/test/21porsche911Speedster34.jpg,0.706302637
datasets/test/22porscheCayenne20.jpg,0.4943687018
datasets/test/06bmwX5-38.jpg,0.5672427041
datasets/test/04audiA8-14.jpg,0.3529306648
datasets/test/24subaruForester30.jpg,0.6289186762
datasets/test/24subaruForester2.jpg,0.02406314313
datasets/test/25toyotaAvalon12.jpg,0.4227347902
datasets/test/08chevySilverado28.jpg,0.6002671141
datasets/test/18mercedesBenzG30.jpg,0.8578724088
datasets/test/18mercedesBenzG22.jpg,0.8009664478
datasets/test/09fordFusionHybridTitanium8.jpg,0.4462818811
datasets/test/09fordFusionHybridTitanium4.jpg,0.5306122449
datasets/test/24subaruForester13.jpg,0
datasets/test/17mercedesBenzA3.jpg,0.495207924
datasets/test/06bmwX5-11.jpg,0.5146036161
datasets/test/04audiA8-15.jpg,0.4068065432
datasets/test/01acuraNSX5.jpg,0.3236994806
datasets/test/24subaruForester8.jpg,0.5416215504
datasets/test/11hondaInsight16.jpg,0.8159521895
datasets/test/05bmwX4-2.jpg,0.6751799069
datasets/test/15lexusES32.jpg,0.5681031424
datasets/test/02acuraRDX21.jpg,0.4374369097
datasets/test/08chevySilverado38.jpg,0.8273100616
datasets/test/21porsche911Speedster13.jpg,0.5635005336
datasets/test/20nissanLeafPlus4.jpg,0
datasets/test/28volkswagenJetta16.jpg,0.528747985
datasets/test/10fordTaurus4.jpg,0.6678240482
datasets/test/02acuraRDX6.jpg,0.4601965801
datasets/test/16lexusUX8.jpg,0.3178632561
datasets/test/26toyotaRAV4-7.jpg,0.6668159346
datasets/test/22porscheCayenne23.jpg,0.6507273307
datasets/test/10fordTaurus10.jpg,0.5959100513
datasets/test/06bmwX5-13.jpg,0.425978663
datasets/test/27volkswagenArteon9.jpg,0.7188623222
,0.5253962902
